imdb_id,title,popular_rank,certificate,startYear,endYear,episodes,runtime,type,orign_country,language,plot,summary,rating,numVotes,genres,isAdult,cast,image_url
tt7945720,Dirty John,11,16,2018,,16,44,tvSeries,United States,English,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,"Debra Newell (Connie Britton) has a seemingly perfect life: she's successful, beautiful and lives in one of California's most desirable coastal cities, Newport Beach. The only thing missing is love. So when she finally meets charming and handsome doctor John Meehan (Eric Bana), she's quickly swept into a whirlwind romance, much to the dismay of her daughters Terra (Julia Garner) and Veronica (Juno Temple). Their fast-tracked relationship creates tension between Debra and the girls, leaving them no choice but to investigate the stranger who has swept their mother off her feet. And with a fraught family history, the backstory of Debra and her mother Arlane (Jean Smart) provides insight into why she may have been so vulnerable to John in the first place. As Debra gets drawn deeper into his lies and sinister game of psychological manipulation, it results in horrific consequences for an entire family. —Bravo",7.2,16578.0,"Crime,Drama",0,"['Connie Britton', 'Christian Slater', 'Eric Bana', 'Amanda Peet', 'Rachel Keller', 'Julia Garner', 'Holley Fain', 'Lena Georgas', 'Juno Temple', 'Anna Jacoby-Heron', 'Lily Donoghue', 'Missi Pyle', 'Cliff Chamberlain', 'Emily Bergl', 'Cameron Crovetti', 'Miles Emmons', 'Jean Smart', 'Joelle Carter']",https://m.media-amazon.com/images/M/MV5BNmJhYTVjNzUtNjJiZi00MWFhLTg4MWUtMzNiMGEwMmVkYWY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg
tt1520211,The Walking Dead,12,18+,2010,2022,177,44,tvSeries,United States,English,Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,"Sheriff Deputy Rick Grimes gets shot and falls into a coma. When awoken he finds himself in a Zombie Apocalypse. Not knowing what to do he sets out to find his family, after he's done that, he gets connected to a group to become the leader. He takes charge and tries to help this group of people survive, find a place to live and get them food. This show is all about survival, the risks and the things you'll have to do to survive. —jzirkle1",8.2,873752.0,"Drama,Horror,Thriller",0,"['Andrew Lincoln', 'Norman Reedus', 'Melissa McBride', 'Lauren Cohan', 'Josh McDermitt', 'Christian Serratos', 'Danai Gurira', 'Seth Gilliam', 'Ross Marquand', 'Chandler Riggs', 'Jeffrey Dean Morgan', 'Alanna Masterson', 'Steven Yeun', 'Khary Payton', 'Cooper Andrews', 'Sonequa Martin-Green', 'Callan McAuliffe', 'Eleanor Matsuura']",https://m.media-amazon.com/images/M/MV5BMTc5ZmM0OTQtNDY4MS00ZjMyLTgwYzgtOGY0Y2VlMWFmNDU0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_FMjpg_UX1000_.jpg
tt2442560,Peaky Blinders,13,A,2013,,36,60,tvSeries,United Kingdom,Italian,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.","Thomas Shelby and his brothers return to Birmingham after serving in the British Army during WWI. Shelby and the Peaky Blinders, the gang he is leader of, control the city of Birmingham But as Shelby's ambitions extend beyond Birmingham, he plans to build on the business empire he's created, and stop anyone who gets in his way.",8.8,378802.0,"Crime,Drama",0,"['Cillian Murphy', 'Paul Anderson', 'Helen McCrory', 'Sophie Rundle', 'Ned Dennehy', 'Finn Cole', 'Ian Peck', 'Harry Kirton', 'Joe Cole', ""Natasha O'Keeffe"", 'Packy Lee', 'Annabelle Wallis', 'Kate Phillips', 'Tony Pitts', 'Aimee-Ffion Edwards', 'Jordan Bolger', 'Sam Neill', 'Tom Hardy']",https://m.media-amazon.com/images/M/MV5BMTkzNjEzMDEzMF5BMl5BanBnXkFtZTgwMDI0MjE4MjE@._V1_FMjpg_UX1000_.jpg
tt2403776,Shadow and Bone,14,16,2021,,16,\N,tvSeries,United States,English,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,"In a world where dark forces have taken over, a young mapmaker, Alina Starkov, accidentally discovers that she has the power to change the fate of the war. She is the only one who has the power to summon light and this will make her play a key role in this war. —Cinemoviez",7.8,51286.0,"Action,Adventure,Drama",0,"['Jessie Mei Li', 'Ben Barnes', 'Archie Renaux', 'Freddy Carter', 'Amita Suman', 'Kit Young', 'Danielle Galligan', 'Calahan Skogman', 'Simon Sears', 'Sujaya Dasgupta', 'Julian Kostov', 'Howard Charles', 'Zoë Wanamaker', 'Daisy Head', 'Kaylan Teague', 'Cody Molko', 'Hugo Speer', 'Andy Burse']",https://m.media-amazon.com/images/M/MV5BNTNhY2JlMmItMGMzZi00ZTM2LTlmNTItZDBkMGVhNGJhYWRhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg
tt0903747,Breaking Bad,15,18,2008,2013,62,49,tvSeries,United States,English,A high school chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine in order to secure his family's future.,"When chemistry teacher Walter White is diagnosed with Stage III cancer and given only two years to live, he decides he has nothing to lose. He lives with his teenage son, who has cerebral palsy, and his wife, in New Mexico. Determined to ensure that his family will have a secure future, Walt embarks on a career of drugs and crime. He proves to be remarkably proficient in this new world as he begins manufacturing and selling methamphetamine with one of his former students. The series tracks the impacts of a fatal diagnosis on a regular, hard working man, and explores how a fatal diagnosis affects his morality and transforms him into a major player of the drug trade. —WellardRockard, jackenyon",9.4,1523446.0,"Crime,Drama,Thriller",0,"['Bryan Cranston', 'Aaron Paul', 'Anna Gunn', 'Betsy Brandt', 'RJ Mitte', 'Dean Norris', 'Bob Odenkirk', 'Steven Michael Quezada', 'Jonathan Banks', 'Giancarlo Esposito', 'Charles Baker', 'Jesse Plemons', 'Christopher Cousins', 'Laura Fraser', 'Matt Jones', 'Michael Shamus Wiles', 'Lavell Crawford', 'Ray Campbell']",https://m.media-amazon.com/images/M/MV5BMjhiMzgxZTctNDc1Ni00OTIxLTlhMTYtZTA3ZWFkODRkNmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_FMjpg_UX1000_.jpg
tt6111574,The Woman in the Window,16,18,2021,,,100,movie,United States,English,"An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.","Living in denial, the depressed, pill-popping child psychologist, Anna Fox, has holed herself up in her eerily vacant, ill-lit Manhattan brownstone apartment for the past ten long months, separated from her husband and their eight-year-old daughter. While unsuccessfully grappling with agoraphobia and intense panic attacks, suddenly, the Russells move in across the street, and brimming with curiosity, Anna decides to distract attention away from her problems by peeking into the lives of the unsuspecting new tenants. Then, one night, tensions flare, a deadly kitchen knife gleams in the dim light, and before long, someone ends up dead. Has troubled Anna, indeed, witnessed a gruesome scene of blood-stained domestic violence or is her wine-addled mind playing cruel tricks on her? —Nick Riganas",5.7,46703.0,"Crime,Drama,Mystery",0,"['Amy Adams', 'Gary Oldman', 'Anthony Mackie', 'Fred Hechinger', 'Julianne Moore', 'Jennifer Jason Leigh', 'Wyatt Russell', 'Brian Tyree Henry', 'Jeanine Serralles', 'Mariah Bozeman', 'Daymien Valentino', 'Anna Cameron', 'Myers Bartlett', 'Haven Paschall', 'Ben Davis', 'Blake Morris', 'Donat Balaj', 'Liza Colón-Zayas']",https://m.media-amazon.com/images/M/MV5BYmVlNWJkZWYtYmJkMy00YTZlLTgwODMtZjVmOGMzMmM1ZTk2XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_FMjpg_UX1000_.jpg
tt14544192,Bo Burnham: Inside,17,,2021,,,87,tvSpecial,United States,English,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.","A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.",8.9,13128.0,"Comedy,Drama,Music",0,['Bo Burnham'],https://m.media-amazon.com/images/M/MV5BMDE3MjcxNjEtODUzNi00NzdmLWFlMGMtMzhmMTg3NDdmM2IyXkEyXkFqcGdeQXVyNjYyMjE4NDY@._V1_FMjpg_UX1000_.jpg
tt7979580,The Mitchells vs the Machines,18,13,2021,,,113,movie,United States,English,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","An animated action-comedy about an ordinary family who find themselves in the middle of their biggest family challenge yet...saving the world from the robot apocalypse. No big deal, right? It all starts when creative outsider Katie Mitchell is accepted into the film school of her dreams and is eager to leave home and find ""her people,"" when her nature-loving dad insists on having the whole family drive her to school and bond during one last totally-not-awkward-or-forced road trip. But just when the trip can't get any worse, the family suddenly finds itself in the middle of the robot uprising. Everything from smart phones, to roombas, to evil Furbys are employed to capture every human on the planet. Now it's up to the Mitchells, including upbeat mom Linda, quirky little brother Aaron, their squishy pug, Monchi, and two friendly, but simple-minded robots to save humanity. —Netflix",7.8,55762.0,"Adventure,Animation,Comedy",0,"['Abbi Jacobson', 'Danny McBride', 'Maya Rudolph', 'Michael Rianda', 'Eric André', 'Olivia Colman', 'Fred Armisen', 'Beck Bennett', 'Chrissy Teigen', 'John Legend', 'Charlyne Yi', 'Blake Griffin', ""Conan O'Brien"", 'Doug the Pug', 'Melissa Sturm', 'Doug Nicholas', 'Madeleine McGraw', 'Ellen Wightman']",https://m.media-amazon.com/images/M/MV5BMjdkZjNjNDItYzc4MC00NTkxLTk1MWEtY2UyZjY5MjUwNDNkXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_FMjpg_UX1000_.jpg
tt7084386,Blue Miracle,19,13,2021,,,95,movie,United States,English,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",6.7,2962.0,"Adventure,Biography,Drama",0,"['Dennis Quaid', 'Jimmy Gonzales', 'Dana Wheeler-Nicholson', 'Fernanda Urrejola', 'Raymond Cruz', 'Bruce McGill', 'Miguel Angel Garcia', 'Anthony Gonzalez', 'Nathan Arenas', 'Isaac Arellanes', 'Steve Gutierrez', 'Silverio Palacios', 'Chris Doubek', 'Frank Gallegos', 'Tom Clark', 'Krista Moorman', 'Mario Cersósimo', 'Marcos Sánchez']",https://m.media-amazon.com/images/M/MV5BMGRkNzNhZjktYzYwOS00YmEwLTg4OWMtNGI2MmFlOGMwOTIyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_FMjpg_UX1000_.jpg
tt9561862,"Love, Death & Robots",20,18,2019,,26,15,tvSeries,United States,English,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.","Love, Death + Robots is a 5-time Emmy winning animation anthology series produced by Blur Studio. Launched in March of 2019 on Netflix, Love, Death + Robots delivers a variety of style and story unlike anything else, spanning the genres of science fiction, fantasy, comedy, horror, and more. Created by Tim Miller with David Fincher as executive producer, the series brings together a global team of directors and animation studios to push and expand the medium. Eighteen shorts in all, Love, Death + Robots has something for everyone.",8.5,115604.0,"Animation,Comedy,Fantasy",0,"['Scott Whyte', 'Nolan North', 'Steven Pacey', ""Emily O'Brien"", 'Fred Tatasciore', 'Matthew Yang King', 'Michelle C. Bonilla', 'Chris Cox', 'Ike Amadi', 'Noshir Dalal', 'Piotr Michael', 'Michael Benyaer', 'Josh Brener', 'Elly Condron', 'Henry Douthwaite', 'Graham Hamilton', 'Aaron Himelstein', 'Stefan Kapicic']",https://m.media-amazon.com/images/M/MV5BYjEwOWQ0MjktMjZjNy00Mzc1LWE5NTItMDQ1Yjc0Zjk0NTBlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg
tt0364845,NCIS: Naval Criminal Investigative Service,21,16,2003,,415,60,tvSeries,United States,English,"The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team, led by Special Agent Leroy Jethro Gibbs.","Special Agent Leroy Jethro Gibbs is the leader of a team of special agents belonging to the NCIS (Naval Criminal Investigative Service) Major Case Response Team. Gibbs, a former Marine, is a tough investigator and a highly skilled interrogator who relies on his gut instinct as much as evidence. Gibbs' second in command is Senior Field Agent Tony DiNozzo, a womanizing, movie-quoting former Baltimore Homicide Detective, who despite being the class clown always gets the job done. The team also consists of probationary field agent Eleanor Bishop, a former NSA agent, as well as Junior Field Agent Timothy McGee, a computer-savvy agent often mocked by DiNozzo. Assisting them are Abby Sciuto, the energetic-but-Goth lab tech who is like a daughter to Gibbs, and Dr. Donald Mallard, nicknamed Ducky, the eccentric medical examiner full of unusual stories. This team of elite agents, based in Washington, D.C., solve criminal cases involving Marine and Navy personnel and their families, sometimes traveling the United States - or the world - to do it. —NCIS Lover",7.7,123320.0,"Action,Crime,Drama",0,"['Mark Harmon', 'David McCallum', 'Sean Murray', 'Pauley Perrette', 'Brian Dietzen', 'Michael Weatherly', 'Rocky Carroll', 'Cote de Pablo', 'Emily Wickersham', 'Wilmer Valderrama', 'Maria Bello', 'Lauren Holly', 'Diona Reasonover', 'Joe Spano', 'Sasha Alexander', 'Duane Henry', 'Jennifer Esposito', 'Muse Watson']",https://m.media-amazon.com/images/M/MV5BYjVlMjZhYzYtOGQxNC00OTQxLTk2NzEtMWFmMmNhODA4YjYzXkEyXkFqcGdeQXVyNjQ3MDgwNjY@._V1_FMjpg_UX1000_.jpg
tt6772524,Trouble,22,7,2019,,,87,movie,Canada,English,"A pampered dog named Trouble must learn to live in the real world, while trying to escape from his former owner's greedy children.","A pampered dog named Trouble must learn to live in the real world, while trying to escape from his former owner's greedy children.",5.9,2131.0,"Adventure,Animation,Comedy",0,"['Big Sean', 'Pamela Adlon', 'Lucy Hale', 'Marissa Jaret Winokur', 'Wilmer Valderrama', 'Joel McHale', 'Colby Lopez', 'Damon Wayans Jr.', 'Olivia Holt', 'Carlos PenaVega', 'Harland Williams', 'Conrad Vernon', 'Dee Bradley Baker', 'Kevin Chamberlin', 'Jim Cummings', 'Manny Streetz', 'Ludo Lefebvre', 'Jason Mraz']",https://m.media-amazon.com/images/M/MV5BYzk5NTEyZTUtNWM0ZC00ZWMzLTk2ZTMtMDRhMWJiNzJkYmJiXkEyXkFqcGdeQXVyNzQ3MTA4MDk@._V1_FMjpg_UX1000_.jpg
tt4574334,Stranger Things,23,15,2016,,34,51,tvSeries,United States,English,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.","In a small town where everyone knows everyone, a peculiar incident starts a chain of events that leads to the disappearance of a child, which begins to tear at the fabric of an otherwise peaceful community. Dark government agencies and seemingly malevolent supernatural forces converge on the town, while a few of the locals begin to understand that there's more going on than meets the eye. —Charles J.",8.7,862255.0,"Drama,Fantasy,Horror",0,"['Millie Bobby Brown', 'Finn Wolfhard', 'Winona Ryder', 'David Harbour', 'Gaten Matarazzo', 'Caleb McLaughlin', 'Natalia Dyer', 'Charlie Heaton', 'Joe Keery', 'Cara Buono', 'Noah Schnapp', 'Sadie Sink', 'Priah Ferguson', 'Joe Chrest', 'Dacre Montgomery', 'Maya Hawke', 'Brett Gelman', 'Rob Morgan']",https://m.media-amazon.com/images/M/MV5BN2ZmYjg1YmItNWQ4OC00YWM0LWE0ZDktYThjOTZiZjhhN2Q2XkEyXkFqcGdeQXVyNjgxNTQ3Mjk@._V1_FMjpg_UX1000_.jpg
